text,labels
"He has also shown an eagerness to assail presumptive GOP nominee Donald Trump, which could be an important asset in helping Clinton defeat Trump in the general election.",no-bias
The lawsuit says Colorado marijuana flows into neighboring states undermining their efforts to enforce their anti-marijuana laws.,no-bias
"The cover shows Bachmann standing against a stark blue background, looking directly into the camera with a wide-eyed expression.",no-bias
"“This is a bad, outrageous deal.",contains-bias
"Mrs. Clinton indicated that if she were president, she would not abandon the 12-nation Pacific trade deal – as some Democrats want – but would use the opposition in Congress as negotiating leverage.",no-bias
"“Our problem with Representative Ryan is that he claims his budget is based on Catholic social teaching,” said Jesuit Father Thomas J. Reese , one of the organizers of the letter.",no-bias
"Even before Donald Trump landed in Mexico Wednesday, he found himself in a Twitter war with former Mexican President Vicente Fox – who went on a tear declaring the Republican nominee “not welcome” in the country.",contains-bias
"On Thursday, aides to House conservatives who oppose the leadership’s plan gathered in the office of Senator Jeff Sessions, Republican of Alabama and a fierce opponent of the immigration push, to plot a strategy to torpedo it.",contains-bias
"""All through this administration, the White House has been a spear carrier for the president,"" he said.",no-bias
“And it will not be allowed.,no-bias
"In fact, at least 30 other countries, including Canada, Mexico and many others in the Western Hemisphere, grant automatic birthright citizenship, according to a study by the Center for Immigration Studies, an organization that supports restricting immigration and whose work Mr. Trump’s advisers often cite.",no-bias
Trump over the weekend denied that he asked Comey to stop investigating Flynn.,no-bias
"His decision to jump in was widely seen as proof that more experienced conservative members, like Representatives Jim Jordan of Ohio or Tom Price of Georgia, had rebuffed overtures to run from other conservatives.",no-bias
"President Barack Obama urged lawmakers to move on the transportation funding portion of his jobs bill Wednesday, while simultaneously mocking them for spending time on supposedly less-important undertakings, such as a recent measure to reaffirm ""In God We Trust"" as the national motto.",contains-bias
"Seth Hutchinson, though, refused to take credit.",contains-bias
"“I deeply respect the president and the reasons he has given for vetoing the Justice Against Sponsors of Terrorism Act,” Sen. Richard Blumenthal (D-Conn.) said ahead of the vote.",contains-bias
"“I love that. I love that,” Mr. Biden said.",no-bias
"“The news from Africa could not have been better for hunters or for anyone who loves or defends hunting culture,” the group wrote.",no-bias
Any efforts to get gun legislation through Congress will require an enormous and ceaseless pressure campaign by the administration.,no-bias
"But the nearly hour-long address was spent not bemoaning his ideological foes, but rather demanding purity among his likely allies.",no-bias
"In addition, Democrats are still irritated at Roberts for promising to call only “balls and strikes” in his 2005 confirmation hearing.",no-bias
"Dogged by scandals and plummeting popularity in his home state, Christie has seen many of the mega-donors who once toasted him drift toward his rivals, including former Florida governor Jeb Bush.”",contains-bias
"“There is no reason to appoint a politician to run the FBI,” Schatz said.",no-bias
"“What the president is interested in is working with Congress to achieve a deal that avoids the fiscal cliff and, beyond that, addresses our long-term fiscal challenges in a balanced way.",no-bias
"Romney released a statement late Tuesday saying: ""As I said yesterday, Todd Akin's comments were offensive and wrong and he should very seriously consider what course would be in the best interest of our country.",contains-bias
Ryan was referring to a claim by an Obama aide earlier Thursday that the only reason the attack had entered the political debate was because of Romney's criticism - a claim Romney rejected.,no-bias
"“A telephone call would have done the job, and he would have appeared. ",no-bias
"""I hope it will empower the tea party to actually look at itself and see that there are those who are noticing things that I think most tea partiers don't want,"" he said.",no-bias
