Type,News
Real,"The city of Columbus would save $41 million a year if employees had to contribute to their own, guaranteed-check pensions."
Real,Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses.
Real,"This year, Newt Gingrich ""has raised as much money as Mitt Romney, Tim Pawlenty, Sarah Palin, and Mike Huckabee combined."""
Real,"Langevin votes the party  line about 98 percent of the time."""
Real,"The Republican-controlled Wisconsin Assembly approved ""only one out of 376 amendments offered by Assembly Democrats"" in 2011."
Real,More than one-quarter of Americas young adults are too fat to serve in the U.S. military
Real,"In some states, it is still legal to deny a woman coverage because she's been the victim of domestic violence."
Real,"As a state senator in Illinois, Obama made sure women got equal pay for equal work."
Real,"While in the Illinois Senate, Barack Obama passed legislation moving people ""from welfare to jobs."""
Real,"While in the Illinois Senate, Barack Obama passed ""tax cuts for hard-working families."""
Real,Says wrestling was a favorite sport of Abraham Lincoln.
Real,Female buffalo lead the herd.
Real,"By a two-to-one margin, Rhode Islanders want to ban assault weapons and we have a very small percentage of gun owners in this state, less than 13 percent."
Real,"Rhode Island could tell you who has a camper, but we couldn't figure out who has a gun."
Real,"Says state lawmakers have voted to ""spend virtually all of the Rainy Day Fund four times"" since the funds creation."
Real,"Says that in three legislative sessions, his proposals opening  pre-kindergarten to all Texas 4-year-olds never got heard or voted out  of committee."
Real,"When students leave our high schools and they go to the community college, 70-75 percent of them have to pay to take remedial math."
Real,Twenty-four percent of doctors in Virginia currently dont accept new Medicaid patients because the reimbursement rates are so low.
Real,Says he couldn't keep a 42-inch redfish he caught because of fishing rules.
Real,"Scott Maddox is a ""lobbyist."""
Real,All the money the Department of Citrus has is paid for by the citrus growers. You don't save dollars by eliminating the Department of Citrus.
Real,We've got to find 2 billion gallons (of water per day) between now and 2025.
Real,"Says the Texas Board of Nursing has a backlog of ""3,000 complaints against nurses, many of them sexual assaults, malfeasance."""
Real,Travis County now has the highest urban county tax rate in Texas.
Real,Tommy Thompson wanted to implant data chips in humans.
Real,"Approximately 43 percent of all college grades today are A's, an increase of 28 percentage points since 1960."
Real,"Mitt Romney opposed the gun lobby, even Ronald Reagan."
Real,"Mitt Romney has ""a pro-choice record."""
Real,"After Massachusetts passed a mandatory health insurance law ""their mortality rate went down...it saved lives."""
Real,It would be illegal for the Fulton County Commission to raise the county tax rate.
Real,Ohio is not meeting its obligation to update voter registrations when voters change their address with the BMV.
Real,'Wrong precinct' rules exacerbate our provisional ballot problems (and) HB 194 does nothing to solve the wrong-precinct problem.
Real,"Ohio has one of the highest provisional ballot rates in the country, and many of them go uncounted each election."
Real,"We are about halfway to the presidents goal to cut greenhouse gas emissions and ""about half of that is because of the substitution of natural gas for coal in the power sector."""
Real,"Says Chris Christie ""has refused to fund pensions by billions of dollars,"" and got legislative approval to begin ""properly funding pensions"" in 2018."
Real,"The Republicans have 2 percent of the Muslim vote.''	Oh well, at least it's a start. 	/truth-o-meter/statements/2010/aug/20/tamara-holder/crowd-gop-big-tent-doesnt-include-many-muslims/	
Charlie Smith	2	The federal government could save $500 million annually by circulating $1 coins instead of $1 bills.	A little too loose with the change	/georgia/statements/2013/may/31/charlie-smith/too-much-value-placed-one-report-about-1-coins/	
Liz Cheney	1	The IAEA, or the International Atomic Energy Agency, last month said the Iranians are not currently living up to their obligations."""
Real,"If President Barack Obama strikes a nuclear deal with Iran, ""the next president could revoke such an executive agreement with the stroke of a pen and future Congresses could modify the terms of the agreement at any time."""
Real,"Says Mark Pryor ""votes with Obama 93 percent of the time."""
Real,"Connecticut has the fifth toughest gun control laws in the country, including an assault weapons ban that bans 35 different weapons."
Real,"Says an illegal immigrant fraudulently claimed children who actually lived in Mexico on income tax forms to collect more than $29,000."
Real,"In the past four years, (the U.S. Senate) has only passed nine out of 48 appropriation bills."
Real,Sixteen [federal] programs exist to fight homelessness and some of them are duplicative.
Real,"Says Florida refused to allow theinsurance commissioner to ""negotiate lower rates with companies or refuse rates that are too high"" under Obamacare."
Real,We have to recognize that our salaries for faculty are the lowest in New England with the exception of the University of Maine.
Real,"Saudi Arabia is ""the only Muslim country out of 47 Muslim-majority countries"" where women cannot get licenses to drive."
Real,The government does not need a warrant to read your old emails.
Real,"Despite having their budget increased by over 40 percent since 2009  pending claims for benefits with the (Department of Veterans Affairs) have increased from 391,000 to 890,000 under the Obama Administration."
